Entry ID,Magic EXP,Chara. #0 ID,[Chara. #0 name],Chara. #0 X,[Chara. #0 Y],Chara. #1 ID,[Chara. #1 name],Chara. #1 X,[Chara. #1 Y],Chara. #2 ID,[Chara. #2 name],Chara. #2 X,[Chara. #2 Y],Chara. #3 ID,[Chara. #3 name],Chara. #3 X,[Chara. #3 Y],Enemy #0 ID,[JP enemy #0 name],[US enemy #0 name],[EU enemy #0 name],Enemy #0 X,Enemy #0 Y,Enemy #1 ID,[JP enemy #1 name],[US enemy #1 name],[EU enemy #1 name],Enemy #1 X,Enemy #1 Y,Enemy #2 ID,[JP enemy #2 name],[US enemy #2 name],[EU enemy #2 name],Enemy #2 X,Enemy #2 Y,Enemy #3 ID,[JP enemy #3 name],[US enemy #3 name],[EU enemy #3 name],Enemy #3 X,Enemy #3 Y,Enemy #4 ID,[JP enemy #4 name],[US enemy #4 name],[EU enemy #4 name],Enemy #4 X,Enemy #4 Y,Enemy #5 ID,[JP enemy #5 name],[US enemy #5 name],[EU enemy #5 name],Enemy #5 X,Enemy #5 Y,Enemy #6 ID,[JP enemy #6 name],[US enemy #6 name],[EU enemy #6 name],Enemy #6 X,Enemy #6 Y,Unknown,Defeat cond. ID,[Defeat cond. name],Escape cond. ID,[Escape cond. name]
228,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,169,ピアストル,Piastol,Piastol,6,2,245,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,162,1,May try again,1,Cannot escape
229,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,170,ピアストル,Piastol,Piastol,6,2,245,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
230,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,171,ピアストル,Piastol,Piastol,6,2,245,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
231,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,172,ピアストル,Piastol,Piastol,6,2,245,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
232,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,173,ピアストル,Piastol,Piastol,6,2,246,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,158,1,May try again,1,Cannot escape
233,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,174,ピアストル,Piastol,Piastol,6,2,246,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
234,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,175,ピアストル,Piastol,Piastol,6,2,246,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
235,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,176,ピアストル,Piastol,Piastol,6,2,246,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
236,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,177,ピアストル,Piastol,Piastol,6,2,246,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,242,1,May try again,1,Cannot escape
237,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,173,ピアストル,Piastol,Piastol,6,2,246,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,158,1,May try again,1,Cannot escape
238,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,174,ピアストル,Piastol,Piastol,6,2,246,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
239,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,175,ピアストル,Piastol,Piastol,6,2,246,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
240,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,176,ピアストル,Piastol,Piastol,6,2,246,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
241,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,177,ピアストル,Piastol,Piastol,6,2,246,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,242,1,May try again,1,Cannot escape
242,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,173,ピアストル,Piastol,Piastol,6,2,246,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,158,1,May try again,1,Cannot escape
243,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,174,ピアストル,Piastol,Piastol,6,2,246,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
244,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,175,ピアストル,Piastol,Piastol,6,2,246,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
245,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,176,ピアストル,Piastol,Piastol,6,2,246,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
246,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,177,ピアストル,Piastol,Piastol,6,2,246,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,242,1,May try again,1,Cannot escape
247,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,251,盗掘者シモン,Zivilyn Bane,Zivilyn Bane,6,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,242,1,May try again,1,Cannot escape
248,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,252,盗掘者シモン,Zivilyn Bane,Zivilyn Bane,6,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,242,1,May try again,1,Cannot escape
249,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,99,アルシノ,Kantor,Kantor,6,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,242,1,May try again,1,Cannot escape
