Entry ID,[Filter],[Enemy ship ID],[Enemy ship name],Unk.,Task rating,Task A type ID,[Task A type name],Task A arm. ID,[Task A arm. name],Task A param. ID,[Task A param. name],Task A arm. range,Task B type ID,[Task B type name],Task B arm. ID,[Task B arm. name],Task B param. ID,[Task B param. name],Task B arm. range
15,R551A.BIN,21,Black Pirates,3,80,0,Attack,0,Black Cannon,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
0,R553A.BIN,1,Valuan Spellship,3,50,0,Attack,0,Small Cannon,-1,None,0,0,Attack,1,Light Subcannon,-1,None,0
1,R553A.BIN,1,Valuan Spellship,-1,0,0,Attack,1,Light Subcannon,-1,None,0,-1,None,-1,None,-1,None,0
2,R553A.BIN,1,Valuan Spellship,3,75,1,Magic,-1,None,24,Pyres,0,0,Attack,0,Small Cannon,-1,None,0
3,R553A.BIN,1,Valuan Spellship,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
4,R553A.BIN,1,Valuan Spellship,-1,0,0,Attack,0,Small Cannon,-1,None,0,-1,None,1,Light Subcannon,-1,None,0
5,R553A.BIN,1,Valuan Spellship,3,50,2,Focus,-1,None,0,Focus,0,0,Attack,1,Light Subcannon,-1,None,0
6,R553A.BIN,1,Valuan Spellship,3,50,0,Attack,0,Small Cannon,1,None,0,3,Guard,-1,None,0,Evasive Action,0
7,R553A.BIN,1,Valuan Spellship,-1,0,1,Magic,-1,None,24,Pyres,0,-1,None,-1,None,-1,None,0
8,R553A.BIN,1,Valuan Spellship,-1,0,1,Magic,-1,None,24,Pyres,0,-1,None,-1,None,-1,None,0
9,R553A.BIN,1,Valuan Spellship,-1,0,0,Attack,0,Small Cannon,-1,None,0,-1,None,-1,None,-1,None,0
10,R553A.BIN,1,Valuan Spellship,3,50,2,Focus,-1,None,0,Focus,0,3,Guard,-1,None,0,Evasive Action,0
11,R553A.BIN,1,Valuan Spellship,3,50,0,Attack,1,Light Subcannon,-1,None,0,2,Focus,-1,None,0,Focus,0
12,R553A.BIN,1,Valuan Spellship,3,50,4,Nothing,-1,None,0,Awaiting Orders,0,3,Guard,-1,None,0,Evasive Action,0
13,R553A.BIN,1,Valuan Spellship,3,80,0,Attack,1,Light Subcannon,-1,None,0,2,Focus,-1,None,0,Focus,0
14,R553A.BIN,1,Valuan Spellship,3,65,0,Attack,1,Light Subcannon,-1,None,1,4,Nothing,-1,None,0,Awaiting Orders,0
15,R553A.BIN,1,Valuan Spellship,-1,0,2,Focus,-1,None,0,Focus,0,-1,None,-1,None,-1,None,0
16,R553A.BIN,1,Valuan Spellship,3,50,2,Focus,-1,None,-1,None,0,4,Nothing,-1,None,-1,None,0
17,R553A.BIN,1,Valuan Spellship,3,40,1,Magic,-1,None,7,Sacres,0,0,Attack,0,Small Cannon,-1,None,0
18,R553A.BIN,1,Valuan Spellship,3,65,1,Magic,-1,None,24,Pyres,0,3,Guard,-1,None,-1,None,0
19,R553A.BIN,1,Valuan Spellship,3,50,2,Focus,-1,None,-1,None,0,0,Attack,1,Light Subcannon,-1,None,0
0,R554A.BIN,0,Valuan Warship,3,50,4,Nothing,-1,None,0,Awaiting Orders,0,0,Attack,0,Small Cannon,-1,None,0
1,R554A.BIN,0,Valuan Warship,-1,0,0,Attack,1,Light Subcannon,-1,None,2,0,Attack,1,Light Subcannon,-1,None,2
2,R554A.BIN,0,Valuan Warship,3,70,2,Focus,-1,None,0,Focus,0,3,Guard,-1,None,-1,None,0
3,R554A.BIN,0,Valuan Warship,1,20,4,Nothing,-1,None,0,Awaiting Orders,0,0,Attack,0,Small Cannon,-1,None,0
4,R554A.BIN,0,Valuan Warship,3,85,0,Attack,0,Small Cannon,-1,None,0,0,Attack,1,Light Subcannon,-1,None,1
5,R554A.BIN,0,Valuan Warship,-1,0,0,Attack,1,Light Subcannon,-1,None,1,0,Attack,1,Light Subcannon,-1,None,1
6,R554A.BIN,0,Valuan Warship,-1,0,4,Nothing,-1,None,1,Target Lost,0,4,Nothing,-1,None,0,Awaiting Orders,0
7,R554A.BIN,0,Valuan Warship,1,40,4,Nothing,-1,None,0,Awaiting Orders,0,0,Attack,0,Small Cannon,-1,None,0
8,R554A.BIN,0,Valuan Warship,-1,0,0,Attack,1,Light Subcannon,-1,None,3,0,Attack,1,Light Subcannon,-1,None,3
9,R554A.BIN,0,Valuan Warship,3,85,0,Attack,0,Small Cannon,-1,None,0,0,Attack,1,Light Subcannon,-1,None,1
10,R554A.BIN,0,Valuan Warship,3,20,2,Focus,-1,None,0,Focus,0,4,Nothing,-1,None,0,Awaiting Orders,0
11,R554A.BIN,0,Valuan Warship,-1,0,0,Attack,0,Small Cannon,-1,None,0,0,Attack,0,Small Cannon,-1,None,0
12,R554A.BIN,0,Valuan Warship,3,70,0,Attack,0,Small Cannon,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
13,R554A.BIN,0,Valuan Warship,3,50,0,Attack,1,Light Subcannon,-1,None,2,0,Attack,1,Light Subcannon,-1,None,1
14,R554A.BIN,0,Valuan Warship,-1,0,0,Attack,0,Small Cannon,-1,None,0,0,Attack,0,Small Cannon,-1,None,0
15,R554A.BIN,0,Valuan Warship,3,20,2,Focus,-1,None,0,Focus,0,4,Nothing,-1,None,0,Awaiting Orders,0
16,R554A.BIN,0,Valuan Warship,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,4,Nothing,-1,None,0,Awaiting Orders,0
17,R554A.BIN,0,Valuan Warship,-1,0,0,Attack,1,Light Subcannon,-1,None,2,0,Attack,1,Light Subcannon,-1,None,2
18,R554A.BIN,0,Valuan Warship,3,80,0,Attack,0,Small Cannon,-1,None,0,3,Guard,-1,None,-1,None,0
19,R554A.BIN,0,Valuan Warship,3,80,0,Attack,0,Small Cannon,-1,None,0,3,Guard,-1,None,-1,None,0
20,R554A.BIN,0,Valuan Warship,3,80,0,Attack,0,Small Cannon,-1,None,0,3,Guard,-1,None,-1,None,0
21,R554A.BIN,0,Valuan Warship,3,50,0,Attack,1,Light Subcannon,-1,None,2,0,Attack,1,Light Subcannon,-1,None,1
22,R554A.BIN,0,Valuan Warship,3,30,3,Guard,-1,None,-1,None,0,2,Focus,-1,None,0,Focus,0
23,R554A.BIN,0,Valuan Warship,3,70,2,Focus,-1,None,0,Focus,0,3,Guard,-1,None,-1,None,0
0,R555A.BIN,1,Valuan Spellship,-1,0,1,Magic,0,Small Cannon,24,Pyres,0,1,Magic,0,Small Cannon,24,Pyres,0
1,R555A.BIN,1,Valuan Spellship,1,30,4,Nothing,-1,None,0,Awaiting Orders,0,0,Attack,1,Light Subcannon,-1,None,2
2,R555A.BIN,1,Valuan Spellship,3,70,2,Focus,-1,None,0,Focus,0,3,Guard,-1,None,-1,None,0
3,R555A.BIN,1,Valuan Spellship,-1,0,1,Magic,0,Small Cannon,24,Pyres,0,1,Magic,0,Small Cannon,24,Pyres,0
4,R555A.BIN,1,Valuan Spellship,-1,0,1,Magic,0,Small Cannon,24,Pyres,0,1,Magic,0,Small Cannon,24,Pyres,0
5,R555A.BIN,1,Valuan Spellship,3,40,1,Magic,0,Small Cannon,0,Increm,0,0,Attack,1,Light Subcannon,-1,None,1
6,R555A.BIN,1,Valuan Spellship,-1,0,4,Nothing,-1,None,1,Target Lost,0,4,Nothing,-1,None,0,Awaiting Orders,0
7,R555A.BIN,1,Valuan Spellship,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,4,Nothing,-1,None,0,Awaiting Orders,0
8,R555A.BIN,1,Valuan Spellship,-1,0,0,Attack,1,Light Subcannon,-1,None,1,0,Attack,1,Light Subcannon,-1,None,2
9,R555A.BIN,1,Valuan Spellship,3,70,2,Focus,-1,None,0,Focus,0,3,Guard,-1,None,-1,None,0
10,R555A.BIN,1,Valuan Spellship,3,80,1,Magic,0,Small Cannon,0,Increm,0,0,Attack,1,Light Subcannon,-1,None,1
11,R555A.BIN,1,Valuan Spellship,-1,0,1,Magic,0,Small Cannon,24,Pyres,0,1,Magic,0,Small Cannon,24,Pyres,0
12,R555A.BIN,1,Valuan Spellship,3,50,0,Attack,1,Light Subcannon,-1,None,2,1,Magic,0,Small Cannon,24,Pyres,0
13,R555A.BIN,1,Valuan Spellship,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,4,Nothing,-1,None,0,Awaiting Orders,0
14,R555A.BIN,1,Valuan Spellship,-1,0,1,Magic,0,Small Cannon,24,Pyres,0,1,Magic,0,Small Cannon,24,Pyres,0
15,R555A.BIN,1,Valuan Spellship,3,20,2,Focus,-1,None,0,Focus,0,4,Nothing,-1,None,0,Awaiting Orders,0
16,R555A.BIN,1,Valuan Spellship,1,20,1,Magic,0,Small Cannon,6,Sacri,0,3,Guard,-1,None,-1,None,0
17,R555A.BIN,1,Valuan Spellship,3,50,0,Attack,1,Light Subcannon,-1,None,2,1,Magic,0,Small Cannon,24,Pyres,0
18,R555A.BIN,1,Valuan Spellship,-1,0,1,Magic,0,Small Cannon,24,Pyres,0,1,Magic,0,Small Cannon,24,Pyres,0
19,R555A.BIN,1,Valuan Spellship,3,50,4,Nothing,-1,None,0,Awaiting Orders,0,1,Magic,0,Small Cannon,24,Pyres,0
20,R555A.BIN,1,Valuan Spellship,1,40,1,Magic,0,Small Cannon,6,Sacri,0,3,Guard,-1,None,-1,None,0
21,R555A.BIN,1,Valuan Spellship,-1,0,1,Magic,0,Small Cannon,24,Pyres,0,1,Magic,0,Small Cannon,24,Pyres,0
22,R555A.BIN,1,Valuan Spellship,3,30,3,Guard,-1,None,-1,None,0,2,Focus,-1,None,0,Focus,0
23,R555A.BIN,1,Valuan Spellship,-1,0,1,Magic,0,Small Cannon,24,Pyres,0,1,Magic,0,Small Cannon,24,Pyres,0
0,R556A.BIN,3,Valuan Phantom,0,50,4,Nothing,-1,None,-1,None,0,1,Magic,-1,None,23,Pyri,0
1,R556A.BIN,3,Valuan Phantom,0,20,4,Nothing,-1,None,-1,None,0,1,Magic,-1,None,23,Pyri,0
2,R556A.BIN,3,Valuan Phantom,3,30,3,Guard,-1,None,0,Evasive Action,0,2,Focus,-1,None,0,Focus,0
3,R556A.BIN,3,Valuan Phantom,3,10,3,Guard,-1,None,0,Evasive Action,0,0,Attack,1,Subcannon,-1,None,0
4,R556A.BIN,3,Valuan Phantom,0,20,4,Nothing,-1,None,-1,None,0,1,Magic,-1,None,23,Pyri,0
5,R556A.BIN,3,Valuan Phantom,1,40,1,Magic,-1,None,6,Sacri,0,0,Attack,0,Standard Cannon,-1,None,0
6,R556A.BIN,3,Valuan Phantom,3,30,3,Guard,-1,None,0,Evasive Action,0,4,Nothing,-1,None,-1,None,0
7,R556A.BIN,3,Valuan Phantom,3,30,3,Guard,-1,None,0,Evasive Action,0,1,Magic,-1,None,23,Pyri,0
8,R556A.BIN,3,Valuan Phantom,1,20,1,Magic,-1,None,6,Sacri,0,0,Attack,1,Subcannon,-1,None,3
9,R556A.BIN,3,Valuan Phantom,1,10,1,Magic,-1,None,6,Sacri,0,1,Magic,-1,None,23,Pyri,0
10,R556A.BIN,3,Valuan Phantom,3,50,2,Focus,-1,None,0,Focus,0,3,Guard,-1,None,0,Evasive Action,0
11,R556A.BIN,3,Valuan Phantom,1,10,1,Magic,-1,None,6,Sacri,0,1,Magic,-1,None,23,Pyri,0
12,R556A.BIN,3,Valuan Phantom,3,50,0,Attack,1,Subcannon,-1,None,2,2,Focus,-1,None,0,Focus,0
13,R556A.BIN,3,Valuan Phantom,1,30,3,Guard,-1,None,0,Evasive Action,0,4,Nothing,-1,None,-1,None,0
14,R556A.BIN,3,Valuan Phantom,3,30,1,Magic,-1,None,6,Sacri,0,2,Focus,-1,None,0,Focus,0
15,R556A.BIN,3,Valuan Phantom,3,50,2,Focus,-1,None,0,Focus,0,0,Attack,0,Standard Cannon,-1,None,0
0,R557A.BIN,4,Valuan Gunboat,0,50,0,Attack,2,Torpedo,-1,None,2,2,Focus,-1,None,-1,None,0
1,R557A.BIN,4,Valuan Gunboat,4,0,0,Attack,1,Heavy Subcannon,-1,None,1,2,Focus,-1,None,-1,None,0
2,R557A.BIN,4,Valuan Gunboat,3,50,2,Focus,-1,None,-1,None,0,4,Nothing,-1,None,-1,None,0
3,R557A.BIN,4,Valuan Gunboat,0,0,0,Attack,0,Large Cannon,0,None,0,0,Attack,0,Large Cannon,0,None,0
4,R557A.BIN,4,Valuan Gunboat,2,2,0,Attack,2,Torpedo,-1,None,1,4,Nothing,-1,None,-1,None,-1
5,R557A.BIN,4,Valuan Gunboat,3,30,2,Focus,-1,None,-1,None,0,0,Attack,0,Large Cannon,-1,None,0
6,R557A.BIN,4,Valuan Gunboat,4,2,0,Attack,0,Large Cannon,-1,None,0,4,Nothing,-1,None,-1,None,-1
7,R557A.BIN,4,Valuan Gunboat,0,0,0,Attack,0,Large Cannon,0,None,0,0,Attack,0,Large Cannon,0,None,0
8,R557A.BIN,4,Valuan Gunboat,3,30,0,Attack,1,Heavy Subcannon,-1,None,2,2,Focus,-1,None,-1,None,0
9,R557A.BIN,4,Valuan Gunboat,-1,0,0,Attack,0,Large Cannon,-1,None,0,4,Nothing,-1,None,-1,None,0
10,R557A.BIN,4,Valuan Gunboat,0,2,4,Nothing,-1,None,-1,None,-1,4,Nothing,-1,None,-1,None,-1
11,R557A.BIN,4,Valuan Gunboat,0,0,0,Attack,0,Large Cannon,0,None,0,0,Attack,0,Large Cannon,0,None,0
12,R557A.BIN,4,Valuan Gunboat,-1,0,0,Attack,1,Heavy Subcannon,-1,None,0,4,Nothing,-1,None,-1,None,-1
13,R557A.BIN,4,Valuan Gunboat,3,30,2,Focus,-1,None,-1,None,0,0,Attack,0,Large Cannon,-1,None,0
14,R557A.BIN,4,Valuan Gunboat,4,2,0,Attack,1,Heavy Subcannon,-1,None,0,4,Nothing,-1,None,-1,None,-1
15,R557A.BIN,4,Valuan Gunboat,0,0,0,Attack,0,Large Cannon,0,None,0,0,Attack,0,Large Cannon,0,None,0
16,R557A.BIN,4,Valuan Gunboat,-1,0,0,Attack,1,Heavy Subcannon,-1,None,0,4,Nothing,-1,None,-1,None,-1
17,R557A.BIN,4,Valuan Gunboat,3,30,2,Focus,-1,None,-1,None,0,0,Attack,0,Large Cannon,-1,None,0
18,R557A.BIN,4,Valuan Gunboat,4,2,0,Attack,0,Large Cannon,-1,None,0,4,Nothing,-1,None,-1,None,-1
19,R557A.BIN,4,Valuan Gunboat,0,0,0,Attack,0,Large Cannon,0,None,0,0,Attack,0,Large Cannon,0,None,0
20,R557A.BIN,4,Valuan Gunboat,-1,0,0,Attack,1,Heavy Subcannon,-1,None,0,4,Nothing,-1,None,-1,None,-1
21,R557A.BIN,4,Valuan Gunboat,3,30,2,Focus,-1,None,-1,None,0,0,Attack,0,Large Cannon,-1,None,0
22,R557A.BIN,4,Valuan Gunboat,4,2,0,Attack,0,Large Cannon,-1,None,0,4,Nothing,-1,None,-1,None,-1
23,R557A.BIN,4,Valuan Gunboat,0,0,0,Attack,0,Large Cannon,0,None,0,0,Attack,0,Large Cannon,0,None,0
24,R557A.BIN,4,Valuan Gunboat,-1,0,0,Attack,1,Heavy Subcannon,-1,None,0,4,Nothing,-1,None,-1,None,-1
25,R557A.BIN,4,Valuan Gunboat,3,30,2,Focus,-1,None,-1,None,0,0,Attack,0,Large Cannon,-1,None,0
26,R557A.BIN,4,Valuan Gunboat,4,2,0,Attack,0,Large Cannon,-1,None,0,4,Nothing,-1,None,-1,None,-1
27,R557A.BIN,4,Valuan Gunboat,0,0,0,Attack,0,Large Cannon,0,None,0,0,Attack,0,Large Cannon,0,None,0
28,R557A.BIN,4,Valuan Gunboat,-1,0,0,Attack,1,Heavy Subcannon,-1,None,0,4,Nothing,-1,None,-1,None,-1
29,R557A.BIN,4,Valuan Gunboat,3,30,2,Focus,-1,None,-1,None,0,0,Attack,0,Large Cannon,-1,None,0
30,R557A.BIN,4,Valuan Gunboat,4,2,0,Attack,0,Large Cannon,-1,None,0,4,Nothing,-1,None,-1,None,-1
31,R557A.BIN,4,Valuan Gunboat,0,0,0,Attack,0,Large Cannon,0,None,0,0,Attack,0,Large Cannon,0,None,0
0,R558A.BIN,4,Valuan Gunboat,3,50,0,Attack,2,Torpedo,-1,None,2,2,Focus,-1,None,-1,None,0
1,R558A.BIN,4,Valuan Gunboat,4,2,0,Attack,2,Torpedo,-1,None,2,2,Focus,-1,None,-1,None,0
2,R558A.BIN,4,Valuan Gunboat,4,2,0,Attack,0,Large Cannon,-1,None,0,3,Guard,-1,None,-1,None,0
3,R558A.BIN,4,Valuan Gunboat,-1,0,0,Attack,0,Large Cannon,-1,None,0,-1,None,-1,None,-1,None,0
4,R558A.BIN,4,Valuan Gunboat,3,50,2,Focus,-1,None,-1,None,0,3,Guard,-1,None,-1,None,0
5,R558A.BIN,4,Valuan Gunboat,3,50,0,Attack,2,Torpedo,-1,None,1,0,Attack,0,Large Cannon,-1,None,0
6,R558A.BIN,4,Valuan Gunboat,3,50,4,Nothing,-1,None,-1,None,0,3,Guard,-1,None,-1,None,0
7,R558A.BIN,4,Valuan Gunboat,-1,0,0,Attack,0,Large Cannon,-1,None,0,-1,None,-1,None,-1,None,0
8,R558A.BIN,4,Valuan Gunboat,3,50,2,Focus,-1,None,-1,None,0,0,Attack,0,Large Cannon,-1,None,0
9,R558A.BIN,4,Valuan Gunboat,3,50,2,Focus,-1,None,-1,None,0,3,Guard,-1,None,-1,None,0
10,R558A.BIN,4,Valuan Gunboat,-1,0,0,Attack,0,Large Cannon,-1,None,0,-1,None,-1,None,-1,None,0
11,R558A.BIN,4,Valuan Gunboat,3,50,4,Nothing,-1,None,-1,None,0,3,Guard,-1,None,-1,None,0
12,R558A.BIN,4,Valuan Gunboat,3,50,0,Attack,1,Heavy Subcannon,-1,None,0,0,Attack,2,Torpedo,-1,None,1
13,R558A.BIN,4,Valuan Gunboat,-1,0,0,Attack,0,Large Cannon,-1,None,0,-1,None,-1,None,-1,None,0
14,R558A.BIN,4,Valuan Gunboat,3,50,0,Attack,0,Large Cannon,-1,None,0,3,Guard,-1,None,-1,None,0
15,R558A.BIN,4,Valuan Gunboat,3,50,0,Attack,0,Large Cannon,-1,None,0,3,Guard,-1,None,-1,None,0
0,R559A.BIN,22,Spell Pirates,-1,0,0,Attack,1,Black Torpedo,-1,None,3,0,Attack,-1,None,-1,None,0
1,R559A.BIN,22,Spell Pirates,3,50,0,Attack,0,Black Cannon,-1,None,0,0,Attack,1,Black Torpedo,-1,None,2
2,R559A.BIN,22,Spell Pirates,3,70,1,Magic,-1,None,25,Pyrum,0,2,Focus,-1,None,-1,None,0
3,R559A.BIN,22,Spell Pirates,-1,0,3,Guard,-1,None,0,Evasive Action,0,0,Attack,-1,None,-1,None,0
4,R559A.BIN,22,Spell Pirates,3,50,0,Attack,1,Black Torpedo,-1,None,3,2,Focus,-1,None,-1,None,0
5,R559A.BIN,22,Spell Pirates,3,65,1,Magic,-1,None,25,Pyrum,0,1,Magic,-1,None,6,Sacri,0
6,R559A.BIN,22,Spell Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
7,R559A.BIN,22,Spell Pirates,-1,0,2,Focus,-1,None,-1,None,0,-1,None,-1,None,-1,None,0
8,R559A.BIN,22,Spell Pirates,3,35,3,Guard,-1,None,0,Evasive Action,0,0,Attack,0,Black Cannon,-1,None,0
9,R559A.BIN,22,Spell Pirates,3,50,0,Attack,1,Black Torpedo,-1,None,1,2,Focus,-1,None,0,Focus,0
10,R559A.BIN,22,Spell Pirates,-1,0,2,Focus,-1,None,0,Focus,0,-1,None,-1,None,-1,None,0
11,R559A.BIN,22,Spell Pirates,3,80,0,Attack,0,Black Cannon,-1,None,0,1,Magic,-1,None,25,Pyrum,0
12,R559A.BIN,22,Spell Pirates,3,80,0,Attack,0,Black Cannon,-1,None,0,2,Focus,-1,None,0,Focus,0
13,R559A.BIN,22,Spell Pirates,3,50,0,Attack,1,Black Torpedo,-1,None,2,4,Nothing,-1,None,0,Awaiting Orders,0
14,R559A.BIN,22,Spell Pirates,3,50,0,Attack,0,Black Cannon,-1,None,0,0,Attack,1,Black Torpedo,-1,None,1
15,R559A.BIN,22,Spell Pirates,-1,0,3,Guard,-1,None,0,Evasive Action,0,-1,None,-1,None,-1,None,0
16,R559A.BIN,22,Spell Pirates,3,50,0,Attack,1,Black Torpedo,-1,None,1,0,Attack,1,Black Torpedo,-1,None,2
17,R559A.BIN,22,Spell Pirates,3,50,0,Attack,0,Black Cannon,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
18,R559A.BIN,22,Spell Pirates,-1,0,1,Magic,-1,None,25,Pyrum,0,-1,None,-1,None,-1,None,0
19,R559A.BIN,22,Spell Pirates,-1,0,1,Magic,-1,None,25,Pyrum,0,-1,None,-1,None,-1,None,0
20,R559A.BIN,22,Spell Pirates,-1,0,2,Focus,-1,None,-1,None,0,-1,None,-1,None,-1,None,0
21,R559A.BIN,22,Spell Pirates,-1,0,0,Attack,1,Black Torpedo,0,None,1,-1,None,-1,None,-1,None,0
22,R559A.BIN,22,Spell Pirates,3,41,4,Nothing,0,Black Cannon,-1,None,0,2,Focus,-1,None,-1,None,0
23,R559A.BIN,22,Spell Pirates,-1,0,4,Nothing,-1,None,-1,None,0,-1,None,-1,None,-1,None,0
0,R560A.BIN,1,Valuan Spellship,3,50,0,Attack,0,Small Cannon,-1,None,0,0,Attack,1,Light Subcannon,-1,None,0
1,R560A.BIN,1,Valuan Spellship,-1,0,0,Attack,1,Light Subcannon,-1,None,0,-1,None,-1,None,-1,None,0
2,R560A.BIN,1,Valuan Spellship,3,75,1,Magic,-1,None,24,Pyres,0,0,Attack,0,Small Cannon,-1,None,0
3,R560A.BIN,1,Valuan Spellship,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
4,R560A.BIN,1,Valuan Spellship,-1,0,0,Attack,0,Small Cannon,-1,None,0,-1,None,1,Light Subcannon,-1,None,0
5,R560A.BIN,1,Valuan Spellship,3,50,2,Focus,-1,None,0,Focus,0,0,Attack,1,Light Subcannon,-1,None,0
6,R560A.BIN,1,Valuan Spellship,3,50,0,Attack,0,Small Cannon,1,None,0,3,Guard,-1,None,0,Evasive Action,0
7,R560A.BIN,1,Valuan Spellship,-1,0,1,Magic,-1,None,24,Pyres,0,-1,None,-1,None,-1,None,0
8,R560A.BIN,1,Valuan Spellship,-1,0,1,Magic,-1,None,24,Pyres,0,-1,None,-1,None,-1,None,0
9,R560A.BIN,1,Valuan Spellship,-1,0,0,Attack,0,Small Cannon,-1,None,0,-1,None,-1,None,-1,None,0
10,R560A.BIN,1,Valuan Spellship,3,50,2,Focus,-1,None,0,Focus,0,3,Guard,-1,None,0,Evasive Action,0
11,R560A.BIN,1,Valuan Spellship,3,50,0,Attack,1,Light Subcannon,-1,None,0,2,Focus,-1,None,0,Focus,0
12,R560A.BIN,1,Valuan Spellship,3,50,4,Nothing,-1,None,0,Awaiting Orders,0,3,Guard,-1,None,0,Evasive Action,0
13,R560A.BIN,1,Valuan Spellship,3,80,0,Attack,1,Light Subcannon,-1,None,0,2,Focus,-1,None,0,Focus,0
14,R560A.BIN,1,Valuan Spellship,3,65,0,Attack,1,Light Subcannon,-1,None,1,4,Nothing,-1,None,0,Awaiting Orders,0
15,R560A.BIN,1,Valuan Spellship,-1,0,2,Focus,-1,None,0,Focus,0,-1,None,-1,None,-1,None,0
16,R560A.BIN,1,Valuan Spellship,3,50,2,Focus,-1,None,-1,None,0,4,Nothing,-1,None,-1,None,0
17,R560A.BIN,1,Valuan Spellship,3,40,1,Magic,-1,None,7,Sacres,0,0,Attack,0,Small Cannon,-1,None,0
18,R560A.BIN,1,Valuan Spellship,3,65,1,Magic,-1,None,24,Pyres,0,3,Guard,-1,None,-1,None,0
19,R560A.BIN,1,Valuan Spellship,3,50,2,Focus,-1,None,-1,None,0,0,Attack,1,Light Subcannon,-1,None,0
0,R562A.BIN,4,Valuan Gunboat,-1,0,0,Attack,0,Large Cannon,-1,None,0,0,Attack,0,Large Cannon,-1,None,0
1,R562A.BIN,4,Valuan Gunboat,3,80,0,Attack,1,Heavy Subcannon,-1,None,1,4,Nothing,0,Large Cannon,0,Awaiting Orders,0
2,R562A.BIN,4,Valuan Gunboat,-1,0,0,Attack,0,Large Cannon,-1,None,0,0,Attack,-1,None,-1,None,0
3,R562A.BIN,4,Valuan Gunboat,3,50,0,Attack,1,Heavy Subcannon,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
4,R562A.BIN,4,Valuan Gunboat,-1,0,0,Attack,2,Torpedo,-1,None,1,0,Attack,0,Large Cannon,-1,None,0
5,R562A.BIN,4,Valuan Gunboat,3,80,0,Attack,0,Large Cannon,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
6,R562A.BIN,4,Valuan Gunboat,3,50,0,Attack,1,Heavy Subcannon,-1,None,2,4,Nothing,-1,None,0,Awaiting Orders,0
7,R562A.BIN,4,Valuan Gunboat,-1,0,0,Attack,0,Large Cannon,-1,None,0,0,Attack,0,Large Cannon,-1,None,0
8,R562A.BIN,4,Valuan Gunboat,3,80,0,Attack,2,Torpedo,-1,None,3,2,Focus,-1,None,0,Focus,0
9,R562A.BIN,4,Valuan Gunboat,3,30,0,Attack,1,Heavy Subcannon,-1,None,1,3,Guard,0,Large Cannon,0,Evasive Action,0
10,R562A.BIN,4,Valuan Gunboat,-1,0,0,Attack,0,Large Cannon,-1,None,0,0,Attack,0,Large Cannon,-1,None,0
11,R562A.BIN,4,Valuan Gunboat,3,30,0,Attack,1,Heavy Subcannon,-1,None,0,0,Attack,0,Large Cannon,-1,None,0
12,R562A.BIN,4,Valuan Gunboat,-1,0,0,Attack,2,Torpedo,-1,None,1,0,Attack,-1,None,-1,None,0
13,R562A.BIN,4,Valuan Gunboat,-1,0,0,Attack,2,Torpedo,-1,None,2,0,Attack,-1,None,-1,None,0
14,R562A.BIN,4,Valuan Gunboat,3,50,0,Attack,0,Large Cannon,-1,None,0,2,Focus,0,Large Cannon,-1,None,0
15,R562A.BIN,4,Valuan Gunboat,3,30,0,Attack,1,Heavy Subcannon,-1,None,0,0,Attack,0,Large Cannon,-1,None,0
0,R563A.BIN,5,Valuan Mage Ship,1,99,2,Focus,-1,None,0,Focus,0,1,Magic,-1,None,13,Quika,0
1,R563A.BIN,5,Valuan Mage Ship,3,50,3,Guard,-1,None,0,Evasive Action,0,1,Magic,-1,None,27,Crystales,0
2,R563A.BIN,5,Valuan Mage Ship,3,50,2,Focus,-1,None,0,Focus,0,1,Magic,-1,None,34,Electrum,0
3,R563A.BIN,5,Valuan Mage Ship,3,50,0,Attack,0,Large Cannon,-1,None,0,1,Magic,-1,None,27,Crystales,0
4,R563A.BIN,5,Valuan Mage Ship,3,50,4,Nothing,-1,None,0,Awaiting Orders,0,1,Magic,-1,None,34,Electrum,0
5,R563A.BIN,5,Valuan Mage Ship,-1,0,3,Guard,-1,None,0,Evasive Action,0,1,Magic,-1,None,27,Crystales,0
6,R563A.BIN,5,Valuan Mage Ship,3,50,4,Nothing,-1,None,0,Awaiting Orders,0,1,Magic,-1,None,34,Electrum,0
7,R563A.BIN,5,Valuan Mage Ship,0,90,4,Nothing,-1,None,0,Awaiting Orders,0,1,Magic,-1,None,4,Driln,0
8,R563A.BIN,5,Valuan Mage Ship,3,50,4,Nothing,-1,None,0,Awaiting Orders,0,1,Magic,-1,None,27,Crystales,0
9,R563A.BIN,5,Valuan Mage Ship,3,50,3,Guard,-1,None,0,Evasive Action,0,1,Magic,-1,None,34,Electrum,0
10,R563A.BIN,5,Valuan Mage Ship,3,50,4,Nothing,-1,None,0,Awaiting Orders,0,1,Magic,-1,None,27,Crystales,0
